0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264
0.25642,0.30313,0.3967,0.18912,0.17807,0.20243,0.34383,0.30313,0.34383,0.36838,0.13619,0.16362,0.3967,0.3967,0.01287,0.27049,0.34383,0.3967,0.24358,0.3967,0.32227,0.22095,0.3967,0.36838,0.3967,0.04157,0.3967,0.3967,0.32227,0.36838,0.21673,0.3967,0.36838,0.2318,0.32227,0.19939,0.2491,0.30313,0.15149,0.3967,0.0133,0.28597,0.34383,0.27049,0.57714,0.20243,0.21268,0.3967,0.3967,0.3967,0.18684,0.36838,0.11654,0.06575,0.27049,0.34383,0.00836,0.36838,0.32227,0.36838,0.36838,0.3967,0.3967,0.00278,0.36838,0.13099,0.3967,0.17225,0.36838,0.28597,0.30313,0.34383,0.3967,0.32227,0.13099,0.30313,0.27049,0.36838,0.32227,1.0,0.25642,0.00095,0.10386,0.3967,0.25642,0.3967,0.3967,0.32227,0.17615,0.16658,0.32227,0.30313,0.30313,0.05244,0.32227,0.28597,0.3967,0.34383,0.34383,0.19726,0.18693,0.3967,0.17026,0.3967,0.18489,0.3967,0.20619,0.2318,0.36838,0.20162,0.19796,0.3967,0.30313,0.36838,0.3967,0.09562,0.34383,0.30313,0.3967,0.34383,0.32227,0.36838,0.22095,0.36838,0.34383,0.32227,0.3967,0.3967,0.34383,0.3967,0.17734,0.28597,0.24358,0.36838,0.36838,0.3967,0.20162,0.34383,0.3967,0.1955,0.3967,0.34383,0.17026,0.36838,0.3967,0.12227,0.02295,0.36838,0.3967,0.34383,0.36838,0.28597,0.24369,0.10029,0.3967,0.3967,0.34383,0.28597,0.06485,0.3967,0.05244,0.34383,0.32227,0.27049,0.0545,0.3967,0.28597,0.12652,0.18978,0.20674,0.14593,0.36838,0.30313,0.3967,0.3967,0.3967,0.34383,0.28597,0.3967,0.3967,0.20515,0.07316,0.36838,0.32227,0.36838,0.18831,0.18663,0.36838,0.19247,0.00808,0.3967,3e-05,0.15249,0.36838,0.3967,0.36838,0.25571,0.05617,0.06575,0.36838,0.3967,0.32227,0.09189,0.34383,0.3967,0.11822,0.16386,0.22449,0.32227,0.34383,0.2168,0.36838,0.20263,0.19643,0.20162,0.21205,0.3967,0.21101,0.3967,0.0892,0.10191,0.22122,0.30313,0.17615,0.28597,0.34383,0.3967,0.28597,0.36838,0.3967,0.32227,0.10067,0.3967,0.27049,0.36838,0.20868,0.3967,0.09469,0.34383,0.34383,0.36838,0.32227,0.3967,0.30313,0.34383,0.3967,0.13033,0.25642,0.2318,0.30313,0.3967,0.3967,0.25642,0.36838,0.27049,0.34383,0.00129,0.03692,0.36838,0.36838,0.28597,0.47006,0.3967,0.36838,0.20543
0.18489,0.14591,0.18288,0.30313,0.28597,0.32227,0.28597,0.25642,0.28597,0.30313,0.24358,0.14593,0.32227,0.32227,0.01226,0.2318,0.28597,0.32227,0.21092,0.37853,0.27049,0.21092,0.32227,0.30313,0.32227,0.04251,0.29077,0.32227,0.27049,0.30313,0.32227,0.32227,0.30313,0.13342,0.27049,0.30313,0.32227,0.25642,0.1357,0.32227,0.13373,0.24358,0.28597,0.21092,0.32227,0.32227,0.18998,0.20659,0.32227,0.18523,0.28597,0.17566,0.18489,0.06086,0.25642,0.28597,0.08301,0.30313,0.27049,0.30313,0.30313,0.32227,0.32227,0.20518,0.30313,0.08972,0.32227,0.27049,0.30313,0.24358,0.25642,0.28597,0.32227,0.27049,0.27373,0.25642,0.2318,0.30313,0.27049,0.25642,1.0,0.09594,0.09469,0.17884,0.22095,0.32227,0.32227,0.27049,0.27049,0.25642,0.27049,0.25642,0.25642,0.04882,0.27049,0.24358,0.32227,0.28597,0.18844,0.28597,0.28597,0.32227,0.15149,0.32227,0.17734,0.32227,0.32227,0.20162,0.30313,0.17734,0.30313,0.17644,0.14352,0.19702,0.3278,0.09114,0.16069,0.25642,0.32227,0.28597,0.27049,0.30313,0.19296,0.30313,0.28597,0.27049,0.32227,0.32227,0.28597,0.32227,0.15737,0.24358,0.21092,0.30313,0.30313,0.32227,0.17734,0.28597,0.32227,0.30313,0.32227,0.28597,0.36522,0.35744,0.32227,0.1107,0.13805,0.30313,0.32227,0.28597,0.30313,0.24358,0.28597,0.10386,0.25659,0.32227,0.28597,0.24358,0.08415,0.32227,0.04882,0.28597,0.27049,0.19655,0.07519,0.32227,0.24358,0.12227,0.30313,0.32227,0.13099,0.30313,0.25642,0.32227,0.32227,0.32227,0.28597,0.24358,0.32227,0.32227,0.32227,0.07121,0.30313,0.27049,0.30313,0.28597,0.30313,0.30313,0.30313,0.03363,0.32227,3e-05,0.24358,0.30313,0.32227,0.30313,0.18489,0.05821,0.05786,0.30313,0.32227,0.27049,0.08415,0.28597,0.32227,0.11437,0.27049,0.30313,0.27049,0.16069,0.32227,0.30313,0.30313,0.30313,0.10754,0.32227,0.32227,0.32227,0.32227,0.08663,0.07519,0.32227,0.14591,0.27049,0.24358,0.28597,0.32227,0.24358,0.30313,0.18176,0.27049,0.09761,0.32227,0.2318,0.30313,0.32227,0.32227,0.09189,0.28597,0.26949,0.30313,0.27049,0.32227,0.25642,0.28597,0.32227,0.15906,0.22095,0.20162,0.25642,0.32227,0.32227,0.22095,0.30313,0.2318,0.28597,0.16406,0.02339,0.16926,0.30313,0.24358,0.32227,0.32227,0.16778,0.32227
0.00088,0.01069,0.0102,0.01929,0.00101,0.00099,0.02682,0.00095,0.00097,0.00098,0.01049,0.00094,0.00099,0.00101,0.00094,0.00095,0.0755,0.01964,0.00107,0.08384,0.001,0.00107,0.00099,0.00098,0.00099,0.07811,0.06136,0.00101,0.00098,0.00102,0.00099,0.00099,0.02118,0.02031,0.001,0.00098,0.00099,0.00103,0.00098,0.00099,0.02587,0.00098,0.00097,0.00093,0.00099,0.00099,0.01861,0.02549,0.00099,0.01331,0.00097,0.01332,0.00098,0.00078,0.00095,0.00101,0.0187,0.00098,0.001,0.001,0.00098,0.00099,0.00101,0.06115,0.00098,0.01939,0.00099,0.00104,0.00102,0.00102,0.00101,0.00103,0.00461,0.001,0.10353,0.00099,0.00097,0.00098,0.00098,0.00095,0.09594,1.0,0.00114,0.0107,0.00092,0.00099,0.00099,0.001,0.001,0.00095,0.00098,0.00095,0.00101,0.00123,0.00098,0.00102,0.00101,0.00099,0.02548,0.00097,0.00097,0.01606,0.00097,0.00099,0.00114,0.0103,0.00101,0.00096,0.00098,0.00107,0.01895,0.00808,0.00807,0.02549,0.09708,0.01087,0.01069,0.00101,0.00099,0.00097,0.001,0.00098,0.00097,0.00098,0.00099,0.00096,0.00099,0.00101,0.00101,0.00099,0.00087,0.00094,0.00091,0.00098,0.00098,0.00099,0.00099,0.00097,0.00099,0.02093,0.00099,0.00097,0.0959,0.04463,0.00101,0.00082,0.02234,0.00098,0.00099,0.00103,0.001,0.00096,0.00097,0.00098,0.02134,0.00101,0.00097,0.00098,0.00107,0.00099,0.00123,0.00101,0.001,0.04735,0.0013,0.00099,0.00098,0.00122,0.02657,0.00099,0.00097,0.00098,0.00097,0.00099,0.02531,0.00099,0.00099,0.00096,0.00099,0.00099,0.0308,0.01197,0.00098,0.00102,0.001,0.00099,0.00098,0.001,0.01943,0.01485,0.00101,1e-05,0.00096,0.001,0.00099,0.00098,0.0009,0.01827,0.00068,0.001,0.00099,0.00098,0.00125,0.00099,0.00099,0.00107,0.00096,0.00098,0.00096,0.01069,0.00099,0.00098,0.00098,0.00098,0.01116,0.00101,0.00099,0.00099,0.00101,0.00106,0.0007,0.00099,0.01069,0.00096,0.00104,0.00103,0.03997,0.00098,0.001,0.01194,0.00104,0.02228,0.00099,0.00093,0.00098,0.00099,0.00099,0.00096,0.00101,0.02612,0.0331,0.00096,0.00099,0.00095,0.00101,0.00099,0.03336,0.00096,0.00092,0.00101,0.00099,0.00099,0.001,0.001,0.00103,0.00103,0.05201,0.00073,0.01069,0.00102,0.00098,0.00099,0.00101,0.0119,0.00099
0.08415,0.10386,0.11822,0.12227,0.1107,0.11822,0.1107,0.09324,0.1107,0.09849,0.09469,0.07121,0.11822,0.11822,0.15552,0.10488,0.1107,0.11822,0.09761,0.11822,0.11383,0.10904,0.11934,0.09052,0.11822,0.0243,0.11822,0.12652,0.10262,0.11437,0.11822,0.11822,0.11437,0.09469,0.1072,0.21811,0.11822,0.12652,0.09369,0.11822,0.01062,0.11056,0.19535,0.09189,0.11822,0.11822,0.11822,0.11822,0.11822,0.11822,0.1107,0.11437,0.08415,0.03723,0.09761,0.19172,2e-05,0.11437,0.09527,0.11437,0.11437,0.1798,0.11822,0.00323,0.11437,0.06406,0.11822,0.1072,0.11437,0.10067,0.28869,0.1357,0.11822,0.1072,0.07519,0.10386,0.0615,0.11437,0.26789,0.10386,0.09469,0.00114,1.0,0.11822,0.09469,0.09848,0.11822,0.1072,0.1072,0.10386,0.0878,0.07693,0.14836,0.12589,0.1072,0.10067,0.13233,0.12857,0.1107,0.1107,0.1107,0.11822,0.07316,0.11822,0.11822,0.07713,0.11235,0.09319,0.11437,0.12652,0.11437,0.17578,0.17202,0.12227,0.11822,0.07121,0.1107,0.0848,0.11822,0.1107,0.11991,0.15719,0.27665,0.11437,0.11558,0.1072,0.11822,0.21843,0.1107,0.11822,0.07519,0.10067,0.09189,0.11437,0.11437,0.11822,0.10386,0.1568,0.23124,0.11437,0.11822,0.12857,0.07316,0.12227,0.11822,0.05786,0.02384,0.11437,0.11822,0.28417,0.11437,0.10067,0.1107,0.05506,0.11822,0.06946,0.1107,0.10554,0.09761,0.29245,0.13978,0.1107,0.1072,0.09761,0.04882,0.11822,0.10067,0.11653,0.11437,0.11822,0.09038,0.10791,0.1107,0.09489,0.11397,0.20139,0.10457,0.10761,0.11822,0.11822,0.11822,0.04331,0.18219,0.13099,0.08146,0.1107,0.11437,0.14978,0.11437,0.00558,0.13233,3e-05,0.09365,0.11216,0.11822,0.11437,0.0892,0.07316,0.13396,0.23216,0.12396,0.1072,0.10386,0.10708,0.11822,0.11187,0.1072,0.11437,0.1072,0.1107,0.11822,0.07076,0.11437,0.11437,0.08178,0.11822,0.14392,0.12656,0.11822,0.05244,0.04251,0.11822,0.10386,0.1072,0.11678,0.10465,0.11822,0.10086,0.07526,0.17709,0.1072,0.0795,0.11822,0.09761,0.11742,0.11822,0.11822,0.05786,0.11822,0.1107,0.11437,0.1072,0.07911,0.10386,0.08578,0.11822,0.09469,0.20113,0.15282,0.1107,0.15911,0.11822,0.16401,0.12227,0.07942,0.13648,0.00146,0.01601,0.11437,0.13099,0.10067,0.11822,0.11822,0.12498,0.06425
0.15296,0.59169,0.33564,0.52008,0.47006,0.58637,0.47006,0.22017,0.31066,0.28186,0.32227,0.19296,0.58637,0.34277,0.01375,0.19165,0.47006,0.33053,0.30313,0.30869,0.2406,0.16085,0.31879,0.52008,0.34277,0.04552,0.3059,0.58637,0.42998,0.29604,0.58637,0.32401,0.28031,0.17787,0.24581,0.52008,0.33165,0.3967,0.12184,0.58637,0.05711,0.36838,0.47006,0.19412,0.58637,0.58637,0.3251,0.32231,0.33092,0.34319,0.47006,0.27671,0.25642,0.07316,0.34383,0.47006,0.00918,0.52008,0.42998,0.52008,0.52008,0.58637,0.58637,0.01417,0.52008,0.15352,0.34277,0.23463,0.33567,0.36838,0.3967,0.47006,0.30538,0.26458,0.09479,0.26566,0.20328,0.29987,0.42998,0.3967,0.17884,0.0107,0.11822,1.0,0.32227,0.31704,0.33604,0.28273,0.24489,0.22825,0.42998,0.3967,0.24436,0.04542,0.25188,0.22107,0.32966,0.2715,0.26415,0.25775,0.26493,0.34403,0.15763,0.34277,0.14969,0.58637,0.32006,0.28597,0.52008,0.24358,0.52008,0.35985,0.26502,0.34742,0.39209,0.13729,0.62836,0.21676,0.58637,0.27284,0.26106,0.28907,0.27049,0.52008,0.26063,0.23612,0.334,0.58637,0.25615,0.36882,0.21092,0.36838,0.18197,0.52008,0.30963,0.33604,0.24358,0.47006,0.58637,0.52008,0.32149,0.2715,0.11851,0.27909,0.58637,0.11319,0.02412,0.52008,0.58637,0.47006,0.28834,0.21249,0.47006,0.13099,0.35441,0.33266,0.31794,0.21367,0.10386,0.58637,0.05786,0.30589,0.26856,0.32343,0.08663,0.58637,0.36838,0.10944,0.52008,0.58637,0.17026,0.30832,0.26246,0.30768,0.32986,0.58637,0.47006,0.36838,0.35001,0.33698,0.58637,0.08178,0.52008,0.42998,0.52008,0.47006,0.52008,0.52008,0.52008,0.06143,0.32966,0.00828,0.2267,0.2959,0.58637,0.29786,0.25642,0.05727,0.06932,0.52008,0.32844,0.22085,0.10386,0.47006,0.58637,0.10433,0.42998,0.52008,0.3849,0.62836,0.58637,0.2938,0.52008,0.52008,0.16375,0.32922,0.58637,0.58637,0.36983,0.09992,0.09189,0.58637,0.59835,0.24489,0.22506,0.26874,0.58637,0.20994,0.28251,0.37155,0.42998,0.06783,0.58637,0.21587,0.28565,0.58637,0.58637,0.1072,0.47006,0.24753,0.29196,0.3244,0.58637,0.23659,0.24336,0.58637,0.15727,0.32227,0.28597,0.3967,0.58637,0.58637,0.32227,0.52008,0.34383,0.2715,0.01154,0.02574,0.65338,0.52008,0.19004,0.30023,0.32149,0.33437,0.30875
0.18489,0.25642,0.32227,0.30313,0.28597,0.32227,0.28597,0.25642,0.28597,0.30313,0.22095,0.14593,0.32227,0.32227,0.01226,0.2318,0.28597,0.32227,0.21092,0.32227,0.27049,0.19296,0.32227,0.30313,0.32227,0.03889,0.32227,0.32227,0.27049,0.30313,0.32227,0.32227,0.30313,0.20162,0.27049,0.30313,0.32227,0.25642,0.1357,0.21286,0.01266,0.15047,0.22299,0.21092,0.32227,0.32227,0.32227,0.32227,0.32227,0.32227,0.28597,0.30313,0.18489,0.06406,0.2318,0.28597,2e-05,0.20329,0.27049,0.20329,0.2349,0.32227,0.32227,0.00275,0.30313,0.11822,0.32227,0.27049,0.30313,0.24358,0.25642,0.28597,0.1686,0.27049,0.11822,0.25642,0.25642,0.30313,0.27049,0.25642,0.22095,0.00092,0.09469,0.32227,1.0,0.18138,0.32227,0.27049,0.27049,0.25642,0.27049,0.25642,0.25642,0.04882,0.27049,0.24358,0.32227,0.28597,0.28597,0.36838,0.28597,0.32227,0.15149,0.32227,0.16362,0.32227,0.32227,0.20162,0.30313,0.14039,0.30313,0.32227,0.25642,0.30313,0.32227,0.14593,0.28597,0.25642,0.32227,0.28597,0.27049,0.30313,0.19296,0.30313,0.28597,0.27049,0.32227,0.32227,0.28597,0.32227,0.48386,0.24358,0.21092,0.30313,0.30313,0.32227,0.17734,0.18647,0.32227,0.30313,0.32227,0.28597,0.15149,0.30313,0.32227,0.1107,0.02169,0.30313,0.2975,0.28597,0.30313,0.24358,0.28597,0.1107,0.32227,0.32227,0.28597,0.24358,0.08415,0.32227,0.04882,0.28597,0.27049,0.2318,0.07519,0.32227,0.24358,0.11437,0.30313,0.32227,0.13099,0.30313,0.25642,0.32227,0.32227,0.32227,0.28597,0.14263,0.32227,0.32227,0.20992,0.06751,0.30313,0.19585,0.30313,0.28597,0.30313,0.30313,0.30313,0.00773,0.32227,3e-05,0.24358,0.30313,0.36838,0.30313,0.18489,0.06086,0.05786,0.30313,0.32227,0.27049,0.08415,0.28597,0.31631,0.1072,0.30313,0.30313,0.27049,0.28597,0.32227,0.30313,0.30313,0.30313,0.17734,0.32227,0.32227,0.32227,0.32227,0.08178,0.07519,0.32227,0.25642,0.27049,0.24358,0.28597,0.32227,0.24358,0.30313,0.32227,0.27049,0.09189,0.32227,0.25642,0.30313,0.32227,0.32227,0.08663,0.28597,0.28597,0.30313,0.27049,0.32227,0.25642,0.28597,0.36838,0.20162,0.20179,0.14999,0.25642,0.32227,0.32227,0.22095,0.30313,0.2318,0.28597,0.0013,0.02339,0.30313,0.30313,0.24358,0.32227,0.32227,0.30313,0.32227
0.17705,0.22221,0.58637,0.52008,0.47006,0.58637,0.47006,0.31722,0.31281,0.37891,0.32227,0.19296,0.58637,0.34093,0.03121,0.19281,0.47006,0.31842,0.30313,0.58637,0.30202,0.22227,0.38022,0.26567,0.3829,0.04552,0.58637,0.58637,0.2254,0.28481,0.58637,0.34589,0.27701,0.15111,0.24491,0.29515,0.58637,0.3967,0.18025,0.30454,0.02133,0.2213,0.3267,0.26337,0.58637,0.58637,0.30093,0.58637,0.47373,0.58637,0.47006,0.52008,0.25642,0.07316,0.34383,0.2646,2e-05,0.27139,0.2246,0.27208,0.27925,0.31425,0.58637,0.00292,0.52008,0.11142,0.3829,0.23166,0.31877,0.36838,0.23772,0.47006,0.30833,0.26274,0.15149,0.23815,0.22753,0.52008,0.25697,0.3967,0.32227,0.00099,0.09848,0.31704,0.18138,1.0,0.32018,0.27147,0.2374,0.22076,0.22026,0.20351,0.24162,0.04814,0.24791,0.2171,0.43471,0.37655,0.47006,0.24255,0.25744,0.34182,0.15246,0.34093,0.15257,0.29776,0.41029,0.15268,0.52008,0.13314,0.52008,0.36306,0.26822,0.52008,0.58637,0.19296,0.25888,0.21887,0.58637,0.47006,0.34714,0.3032,0.17461,0.52008,0.32206,0.22672,0.40246,0.32383,0.24676,0.37097,0.13951,0.36838,0.22084,0.52008,0.30779,0.30837,0.24358,0.29618,0.3167,0.52008,0.30159,0.37655,0.20162,0.52008,0.58637,0.08552,0.02477,0.52008,0.32605,0.24615,0.26844,0.19259,0.47006,0.13099,0.34191,0.32126,0.28386,0.32721,0.10386,0.33256,0.05103,0.26727,0.31622,0.34383,0.08663,0.58637,0.36838,0.21449,0.52008,0.58637,0.09535,0.39708,0.22557,0.56525,0.42178,0.30883,0.24489,0.22081,0.34484,0.33793,0.30896,0.0459,0.28618,0.23222,0.26228,0.47006,0.52008,0.2797,0.52008,0.00857,0.43471,0.00264,0.32798,0.37706,0.58637,0.27433,0.25642,0.07316,0.05364,0.28886,0.41424,0.21611,0.10386,0.24524,0.32724,0.20938,0.42998,0.52008,0.24394,0.25888,0.58637,0.28617,0.52008,0.52008,0.24358,0.33328,0.31541,0.3026,0.32662,0.09808,0.09189,0.58637,0.22221,0.2374,0.32176,0.37447,0.58637,0.30018,0.30391,0.36334,0.42998,0.11437,0.58637,0.21674,0.49042,0.58637,0.58637,0.1072,0.47006,0.47006,0.28328,0.33213,0.29635,0.30062,0.24662,0.58637,0.28597,0.25281,0.20013,0.3967,0.31006,0.58637,0.18195,0.52008,0.1776,0.37655,0.00134,0.02574,0.2839,0.52008,0.1853,0.29486,0.58637,0.39158,0.30721
0.1599,0.24121,0.58637,0.52008,0.47006,0.58637,0.47006,0.21792,0.31611,0.27961,0.32227,0.19296,0.58637,0.3524,0.01375,0.34383,0.47006,0.37266,0.30313,0.58637,0.24367,0.16392,0.32187,0.52008,0.3524,0.04552,0.58637,0.58637,0.42998,0.33504,0.58637,0.33032,0.30373,0.1668,0.25212,0.52008,0.58637,0.3967,0.12652,0.58637,0.01421,0.36838,0.47006,0.19844,0.58637,0.58637,0.31402,0.58637,0.33266,0.58637,0.47006,0.52008,0.25642,0.07316,0.34383,0.47006,2e-05,0.52008,0.42998,0.52008,0.52008,0.58637,0.58637,0.00292,0.52008,0.17574,0.3524,0.25676,0.34112,0.36838,0.3967,0.47006,0.31558,0.2742,0.15149,0.27943,0.23283,0.52008,0.42998,0.3967,0.32227,0.00099,0.11822,0.33604,0.32227,0.32018,1.0,0.26954,0.27186,0.25522,0.42998,0.3967,0.23649,0.05786,0.26369,0.23289,0.33084,0.27268,0.47006,0.47006,0.2919,0.35172,0.15253,0.3524,0.15214,0.58637,0.31843,0.28597,0.52008,0.24358,0.52008,0.58637,0.3967,0.52008,0.58637,0.19296,0.27788,0.23649,0.58637,0.58637,0.24725,0.31459,0.27049,0.52008,0.26371,0.42998,0.33731,0.58637,0.47006,0.37427,0.21092,0.36838,0.18797,0.52008,0.31925,0.58637,0.24358,0.47006,0.58637,0.52008,0.58637,0.27268,0.20162,0.52008,0.58637,0.14068,0.02477,0.52008,0.58637,0.47006,0.52008,0.36838,0.47006,0.13099,0.33731,0.32422,0.26672,0.21258,0.10386,0.58637,0.05786,0.47006,0.25158,0.34383,0.08663,0.58637,0.36838,0.11062,0.52008,0.58637,0.17026,0.28613,0.3967,0.30731,0.38096,0.58637,0.47006,0.36838,0.34491,0.3421,0.58637,0.08178,0.52008,0.42998,0.52008,0.47006,0.52008,0.52008,0.52008,0.00857,0.33084,3e-05,0.22874,0.30193,0.58637,0.52008,0.25642,0.07316,0.06932,0.52008,0.33414,0.42998,0.10386,0.47006,0.58637,0.10551,0.42998,0.52008,0.42998,0.27788,0.58637,0.31434,0.52008,0.52008,0.24358,0.33022,0.58637,0.58637,0.3584,0.10954,0.09189,0.58637,0.24121,0.27186,0.21668,0.26038,0.58637,0.20812,0.31089,0.58637,0.42998,0.11437,0.58637,0.2211,0.28872,0.58637,0.58637,0.1072,0.47006,0.47006,0.32254,0.25081,0.58637,0.23835,0.25503,0.58637,0.28597,0.32227,0.28597,0.3967,0.58637,0.58637,0.32227,0.52008,0.34383,0.27268,0.00134,0.02574,0.3029,0.52008,0.36838,0.58637,0.58637,0.29394,0.30859
0.20326,0.22888,0.42998,0.3967,0.68561,0.42998,0.52008,0.18792,0.26886,0.22514,0.27049,0.17026,0.42998,0.27452,0.01445,0.1621,0.36838,0.2628,0.25642,0.42998,0.20511,0.1491,0.24819,0.3967,0.27452,0.04251,0.42998,0.42998,0.34383,0.33934,0.42998,0.25473,0.22776,0.13672,0.21165,0.3967,0.25188,0.32227,0.1247,0.42998,0.04276,0.30313,0.36838,0.27655,0.42998,0.42998,0.22869,0.52008,0.36065,0.42998,0.36838,0.3967,0.24358,0.06751,0.28597,0.36838,2e-05,0.3967,0.34383,0.3967,0.3967,0.42998,0.42998,0.00289,0.3967,0.13725,0.31957,0.20044,0.28303,0.30313,0.32227,0.36838,0.23292,0.23144,0.15737,0.33458,0.20154,0.23649,0.34383,0.32227,0.27049,0.001,0.1072,0.28273,0.27049,0.27147,0.26954,1.0,0.27361,0.19972,0.34383,0.32227,0.21471,0.04412,0.21916,0.2456,0.25924,0.22844,0.42998,0.20609,0.22277,0.27401,0.15436,0.27452,0.16337,0.42998,0.24785,0.24358,0.3967,0.21092,0.3967,0.24714,0.19328,0.3967,0.42998,0.17026,0.25193,0.18792,0.42998,0.22048,0.22469,0.23585,0.2318,0.3967,0.21738,0.24544,0.38833,0.42998,0.38989,0.29967,0.18489,0.30313,0.22625,0.3967,0.25788,0.2559,0.21092,0.36838,0.42998,0.3967,0.24202,0.22844,0.19296,0.3967,0.42998,0.10417,0.02525,0.3967,0.42998,0.36838,0.22538,0.17859,0.36838,0.11822,0.2742,0.26115,0.29646,0.20789,0.09469,0.42998,0.05644,0.82008,0.71503,0.28597,0.0795,0.42998,0.30313,0.11459,0.3967,0.42998,0.15149,0.25229,0.22261,0.2554,0.25795,0.42998,0.36838,0.30313,0.28069,0.26781,0.42998,0.0795,0.3967,0.34383,0.3967,0.36838,0.3967,0.3967,0.3967,0.0082,0.25924,0.00795,0.21954,0.24104,0.42998,0.23464,0.22095,0.07121,0.06406,0.3967,0.25698,0.17751,0.09469,0.36838,0.42998,0.10974,0.34383,0.3967,0.24136,0.25193,0.42998,0.24041,0.3967,0.3967,0.21092,0.25872,0.42998,0.42998,0.25725,0.10833,0.0892,0.42998,0.22888,0.23694,0.19931,0.22375,0.42998,0.18308,0.23084,0.24737,0.34383,0.06939,0.42998,0.19599,0.23155,0.42998,0.42998,0.11822,0.36838,0.36838,0.23945,0.27192,0.42998,0.29847,0.19619,0.42998,0.30313,0.27049,0.24358,0.32227,0.42998,0.42998,0.27049,0.3967,0.28597,0.22844,0.00139,0.02525,0.26609,0.3967,0.15715,0.22172,0.24202,0.238,0.23471
0.13268,0.19104,0.42998,0.3967,0.52008,0.42998,0.52008,0.17747,0.2344,0.21469,0.13892,0.17026,0.42998,0.25203,0.01398,0.28597,0.36838,0.26458,0.25642,0.42998,0.19319,0.13718,0.23627,0.3967,0.25203,0.04251,0.42998,0.42998,0.3967,0.341,0.23574,0.24059,0.22866,0.13724,0.19751,0.3967,0.42998,0.36838,0.11454,0.42998,0.01352,0.30313,0.36838,0.16001,0.22869,0.42998,0.22913,0.42998,0.24321,0.42998,0.32563,0.3967,0.21536,0.06751,0.28597,0.36838,2e-05,0.3967,0.34383,0.3967,0.3967,0.42998,0.42998,0.00282,0.3967,0.13427,0.25203,0.46311,0.24856,0.34383,0.32227,0.36838,0.23325,0.20895,0.15737,0.2725,0.18465,0.3967,0.34383,0.17615,0.27049,0.001,0.1072,0.24489,0.27049,0.2374,0.27186,0.27361,1.0,0.61499,0.34383,0.32227,0.18866,0.05373,0.22896,0.26564,0.24227,0.21146,0.36838,0.21249,0.60903,0.25553,0.12263,0.25203,0.15753,0.42998,0.41443,0.24358,0.3967,0.21092,0.32787,0.42998,0.32227,0.3967,0.42998,0.17026,0.21409,0.18866,0.42998,0.36838,0.19624,0.23694,0.2318,0.3967,0.20546,0.34383,0.2455,0.42998,0.52008,0.2652,0.18489,0.30313,0.15347,0.3967,0.23539,0.42998,0.21092,0.36838,0.42998,0.30567,0.52008,0.21146,0.17734,0.3967,0.42998,0.12652,0.02525,0.3967,0.42998,0.36838,0.47006,0.30313,0.35085,0.47417,0.2455,0.23861,0.20639,0.19398,0.09469,0.42998,0.05373,0.52008,0.26173,0.28597,0.0795,0.42998,0.30313,0.09277,0.3967,0.42998,0.16362,0.21899,0.32227,0.22705,0.24426,0.42998,0.36838,0.30313,0.24895,0.24772,0.42998,0.0795,0.3967,0.34383,0.3967,0.34112,0.3967,0.3967,0.3967,0.0082,0.24227,3e-05,0.40409,0.23014,0.42998,0.3967,0.13048,0.06751,0.06406,0.3967,0.24624,0.34383,0.09469,0.36838,0.42998,0.08841,0.34383,0.20987,0.34383,0.21409,0.23612,0.23681,0.21948,0.21237,0.21092,0.37068,0.42998,0.42998,0.25863,0.08298,0.05907,0.31095,0.19104,0.59239,0.17602,0.20437,0.42998,0.17083,0.23193,0.42998,0.34383,0.11822,0.42998,0.17583,0.21963,0.42998,0.42998,0.1107,0.36838,0.36838,0.24076,0.20009,0.42998,0.19046,0.19664,0.42998,0.27049,0.27049,0.24358,0.32227,0.42998,0.42998,0.27049,0.3967,0.28597,0.21146,0.00136,0.2524,0.22825,0.3967,0.30313,0.42998,0.42998,0.22532,0.29197
