0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125
0.02754,6e-05,0.05619,0.0601,0.08211,0.00292,0.00072,0.0546,0.08646,0.09617,0.02209,0.09113,0.08211,0.05497,0.09617,0.05497,0.09113,0.07077,0.07615,0.10162,1.0,0.07615,0.08646,0.09113,0.0743,0.09113,0.06291,0.10451,0.09884,0.09113,0.0936,0.08211,0.08425,0.09617,0.09617,0.08875,0.09617,0.09113,0.08875,0.09617,0.08425,0.0824,0.07139,0.0936,0.07077,0.07251,0.08425,0.08646,0.0936,0.0601,0.09617,0.09113,0.0936,0.09617,0.0936,0.08875,0.09113,0.08425,0.08646,0.10451,0.08875,0.07615,0.09617,0.08211,0.05904,0.0918,0.09617,0.09617,0.08646,0.08875,0.09617,0.09884,0.10162,0.09617,0.09617,0.08646,0.0936,0.0936,0.09617,0.09884,0.09884,0.10451,0.09617,0.09617,0.09617,0.09617,0.0936,0.09113,0.07251,0.09884,0.10162,0.09617,0.0936,0.08875,0.09617,0.08875,0.0936,0.08875,0.09617,0.0936,0.09113,0.09617,0.08425,0.09113,0.0936,0.0936,0.09113,0.09884,0.09617,0.06279,0.0936,0.09617,0.0936,0.10162,0.09113,0.09617,0.0936,0.0936,0.07807,0.09617,0.09617,0.09617,0.09617,0.09617,0.09617,0.12458
0.02209,6e-05,0.0743,0.06591,0.09617,0.02305,0.00065,0.02445,0.12092,0.13694,0.01462,0.13694,0.09617,0.07251,0.13694,0.09393,0.12856,0.10162,0.10451,0.0743,0.07615,1.0,0.23975,0.10752,0.08646,0.10162,0.08875,0.13265,0.13265,0.12092,0.15114,0.07454,0.13265,0.13694,0.13694,0.08274,0.13694,0.12856,0.12466,0.11733,0.11735,0.11066,0.14144,0.14144,0.09617,0.09884,0.11735,0.11394,0.13265,0.08006,0.13694,0.07905,0.0766,0.13694,0.17744,0.12466,0.12856,0.07632,0.12092,0.12466,0.12466,0.15451,0.13694,0.11394,0.13265,0.13265,0.12856,0.12856,0.12092,0.12466,0.13694,0.13265,0.12856,0.12092,0.13694,0.12856,0.13265,0.13265,0.13694,0.13265,0.14144,0.12466,0.13694,0.0792,0.08024,0.08035,0.13265,0.12856,0.09884,0.13265,0.13694,0.08382,0.13265,0.12466,0.13694,0.07297,0.13265,0.07297,0.13694,0.07592,0.12856,0.07902,0.11066,0.12856,0.13265,0.07697,0.12856,0.122,0.07911,0.13694,0.13265,0.13694,0.10302,0.14617,0.07411,0.09808,0.10204,0.14144,0.07635,0.13694,0.08181,0.13694,0.09575,0.13694,0.14617,0.13694
0.02404,0.0081,0.11735,0.16372,0.15915,0.00271,0.00069,0.02864,0.16999,0.2397,0.01627,0.11803,0.15915,0.10752,0.15334,0.10752,0.19372,0.15114,0.09522,0.08096,0.08646,0.23975,1.0,0.16,0.09884,0.12466,0.13993,0.15608,0.18854,0.16,0.22939,0.16854,0.1804,0.23275,0.15628,0.19034,0.15628,0.16654,0.34737,0.2397,0.17134,0.16772,0.22939,0.2276,0.1353,0.13482,0.19456,0.20251,0.20803,0.12092,0.23275,0.14904,0.16217,0.21318,0.22939,0.21087,0.16922,0.21382,0.20251,0.18901,0.15579,0.10641,0.2397,0.20848,0.22939,0.22939,0.11933,0.14644,0.1939,0.18854,0.15294,0.20899,0.2397,0.17657,0.23275,0.25518,0.19828,0.18359,0.20244,0.13668,0.25082,0.12469,0.22318,0.13924,0.19334,0.194,0.23765,0.20385,0.15637,0.18136,0.15394,0.19455,0.17344,0.12479,0.2397,0.14465,0.19338,0.14465,0.2397,0.17819,0.18037,0.14194,0.1804,0.13922,0.22939,0.15391,0.13922,0.18936,0.15906,0.2397,0.14595,0.18235,0.22939,0.18173,0.16907,0.18387,0.1443,0.2276,0.17388,0.2397,0.2397,0.2397,0.18132,0.16194,0.2397,0.2397
0.04273,0.00514,0.12466,0.23151,0.38341,0.00265,0.00066,0.02969,0.28966,0.15446,0.01627,0.1443,0.39101,0.08138,0.23546,0.0641,0.18763,0.17388,0.10542,0.07799,0.09113,0.10752,0.16,1.0,0.10451,0.11735,0.2205,0.55857,0.33867,0.56572,0.27596,0.16213,0.21087,0.21668,0.17077,0.17493,0.17077,0.16105,0.19696,0.1511,0.28931,0.19468,0.27596,0.20953,0.12893,0.11982,0.17767,0.21981,0.19876,0.13694,0.21668,0.1558,0.17117,0.20591,0.27596,0.25082,0.301,0.17941,0.2397,0.42773,0.2713,0.11988,0.19464,0.26204,0.14052,0.27596,0.13773,0.16952,0.16722,0.33867,0.16875,0.44272,0.15724,0.53797,0.29845,0.30796,0.36465,0.33122,0.19974,0.15446,0.27596,0.15058,0.21459,0.15213,0.31955,0.32097,0.22433,0.17881,0.1804,0.54452,0.16936,0.33894,0.28066,0.15706,0.29025,0.15102,0.19259,0.15102,0.16332,0.31526,0.21877,0.15341,0.11412,0.15271,0.27596,0.16358,0.15271,0.38114,0.17073,0.1706,0.16047,0.19241,0.27596,0.31832,0.17026,0.18261,0.15944,0.20953,0.20251,0.16498,0.29025,0.17833,0.17103,0.23216,0.29025,0.29025
0.03316,6e-05,0.06591,0.07807,0.11066,0.01929,0.10293,0.03195,0.09884,0.17382,0.03263,0.09884,0.08425,0.05619,0.09884,0.0515,0.0936,0.1754,0.0713,0.04805,0.0743,0.08646,0.09884,0.10451,1.0,0.36422,0.07077,0.10162,0.11394,0.08875,0.0788,0.08425,0.18608,0.09884,0.09884,0.07206,0.09884,0.0936,0.09617,0.09884,0.09113,0.07807,0.09617,0.09617,0.13039,0.0743,0.08646,0.18882,0.09617,0.05706,0.09884,0.08875,0.09617,0.09884,0.07487,0.0552,0.09884,0.09113,0.0936,0.10752,0.0592,0.08281,0.10451,0.08425,0.09617,0.09617,0.0936,0.0936,0.0936,0.09617,0.09884,0.10162,0.10451,0.10451,0.09884,0.0936,0.09617,0.06652,0.09884,0.10162,0.10162,0.10162,0.06703,0.10451,0.10451,0.10451,0.10162,0.09884,0.05889,0.10162,0.10451,0.09884,0.09617,0.09113,0.09024,0.06626,0.09617,0.06626,0.08466,0.09617,0.09884,0.0598,0.08211,0.0936,0.07138,0.06878,0.0936,0.09617,0.07011,0.09884,0.09617,0.09884,0.06409,0.10451,0.0936,0.09884,0.09617,0.09617,0.08006,0.09884,0.08838,0.09884,0.09884,0.09884,0.09884,0.09884
0.03195,6e-05,0.07251,0.08211,0.11735,0.00316,0.00078,0.03079,0.11066,0.12466,0.02033,0.12466,0.09884,0.06748,0.12466,0.06148,0.11735,0.0936,0.09617,0.0601,0.09113,0.10162,0.12466,0.11735,0.36422,1.0,0.08211,0.12856,0.12856,0.11066,0.12092,0.10451,0.10752,0.12466,0.12466,0.11394,0.12466,0.11735,0.12092,0.12466,0.11394,0.09617,0.12092,0.12092,0.08875,0.09113,0.10752,0.11066,0.12092,0.0743,0.12466,0.11066,0.12092,0.12466,0.12092,0.11394,0.12466,0.11394,0.11735,0.13694,0.12092,0.10162,0.13265,0.10451,0.12092,0.12092,0.11735,0.11735,0.11066,0.11394,0.12466,0.12856,0.13265,0.13265,0.12466,0.11735,0.12092,0.12092,0.12466,0.12856,0.12856,0.12856,0.12466,0.12466,0.12466,0.12466,0.12092,0.11735,0.09113,0.12856,0.13265,0.12466,0.12092,0.11394,0.12466,0.11394,0.12092,0.11394,0.12466,0.12092,0.11735,0.12466,0.10162,0.11735,0.12092,0.12092,0.11735,0.12092,0.12466,0.12466,0.12092,0.12466,0.12856,0.13265,0.11735,0.12466,0.12092,0.12092,0.09884,0.12466,0.12466,0.12466,0.12466,0.12466,0.12466,0.12466
0.06664,0.00433,0.10752,0.11519,0.26368,0.00246,0.00068,0.02363,0.28132,0.12111,0.01419,0.11751,0.27256,0.09774,0.35337,0.0846,0.15662,0.14617,0.08653,0.05876,0.06291,0.08875,0.13993,0.2205,0.07077,0.08211,1.0,0.22326,0.29158,0.24774,0.20251,0.1392,0.16189,0.1785,0.13992,0.14736,0.13992,0.13392,0.17432,0.13321,0.25832,0.15114,0.20251,0.17432,0.12083,0.10731,0.1525,0.1804,0.16485,0.11066,0.1785,0.127,0.14083,0.16902,0.20251,0.18732,0.31636,0.15405,0.1804,0.30926,0.42776,0.08783,0.15336,0.16068,0.10838,0.20251,0.18951,0.22069,0.15004,0.2983,0.1376,0.31685,0.11693,0.2416,0.1785,0.33164,0.31685,0.36169,0.16339,0.16409,0.20251,0.11548,0.1765,0.11474,0.27634,0.27759,0.18676,0.15814,0.14144,0.25416,0.13831,0.29342,0.24357,0.14597,0.21087,0.12683,0.15883,0.12683,0.13014,0.29683,0.1437,0.12046,0.09567,0.12675,0.20251,0.13443,0.12675,0.29874,0.1386,0.13551,0.13211,0.14502,0.20251,0.27526,0.14057,0.14856,0.13089,0.17432,0.15637,0.13199,0.21087,0.14305,0.12717,0.19701,0.21087,0.21087
0.04294,0.00514,0.13694,0.212,0.35403,0.00257,0.00066,0.02916,0.30517,0.18062,0.01602,0.16584,0.36283,0.08674,0.26162,0.06581,0.20917,0.19468,0.11798,0.07654,0.10451,0.13265,0.15608,0.55857,0.10162,0.12856,0.22326,1.0,0.3749,0.57357,0.32328,0.17764,0.2397,0.26593,0.22002,0.21116,0.22002,0.20091,0.21668,0.17726,0.30604,0.21981,0.32328,0.23319,0.13933,0.13088,0.1944,0.25082,0.22242,0.15114,0.24284,0.17734,0.19484,0.23207,0.32328,0.29025,0.32254,0.19615,0.27596,0.47186,0.29101,0.1157,0.2208,0.27755,0.16418,0.32328,0.15586,0.18765,0.18535,0.35839,0.19491,0.45139,0.16508,0.55951,0.32461,0.32609,0.38832,0.35488,0.2259,0.17813,0.32328,0.19471,0.24075,0.17829,0.34571,0.34713,0.248,0.20035,0.20251,0.56818,0.19552,0.3651,0.30432,0.17677,0.34257,0.17073,0.21625,0.17073,0.18948,0.33893,0.24031,0.17957,0.12853,0.17425,0.32328,0.18725,0.17425,0.42527,0.19689,0.19676,0.18413,0.21857,0.32328,0.34448,0.1918,0.20877,0.1831,0.23319,0.22939,0.19114,0.34257,0.20449,0.19719,0.25832,0.34257,0.34257
0.04719,0.00974,0.15637,0.16265,0.37617,0.00257,0.00065,0.02813,0.55571,0.20783,0.01554,0.18595,0.37617,0.09486,0.32883,0.06988,0.24991,0.21087,0.12908,0.09285,0.09884,0.13265,0.18854,0.33867,0.11394,0.12856,0.29158,0.3749,1.0,0.36623,0.36422,0.20956,0.26286,0.29471,0.2236,0.22497,0.2236,0.22669,0.26197,0.20076,0.37151,0.2397,0.36422,0.28243,0.14994,0.16531,0.23395,0.27596,0.26798,0.16189,0.29471,0.18122,0.22985,0.28026,0.36422,0.32328,0.39549,0.2363,0.30595,0.48009,0.35532,0.14737,0.24383,0.28903,0.18532,0.36422,0.1746,0.26111,0.2999,0.60837,0.22141,0.48009,0.18853,0.41875,0.29471,0.40192,0.54069,0.43162,0.33188,0.20307,0.41699,0.19821,0.35505,0.25858,0.47599,0.47797,0.36915,0.323,0.21981,0.39349,0.22207,0.44858,0.39537,0.20612,0.38877,0.20251,0.25683,0.20251,0.21741,0.41717,0.28271,0.20512,0.14398,0.19574,0.36422,0.22298,0.19574,0.45275,0.23525,0.22363,0.2079,0.25418,0.36422,0.42418,0.22921,0.29721,0.20677,0.28243,0.25082,0.21938,0.38877,0.23202,0.23373,0.33196,0.38877,0.38877
0.04194,0.00514,0.15114,0.21378,0.36047,0.00243,0.00063,0.02576,0.32489,0.21783,0.0144,0.19497,0.3707,0.09288,0.29883,0.07141,0.2383,0.21981,0.13349,0.07799,0.09113,0.12092,0.16,0.56572,0.08875,0.11066,0.24774,0.57357,0.36623,1.0,0.38877,0.19736,0.27596,0.28004,0.23413,0.22081,0.23413,0.21173,0.26593,0.21447,0.32758,0.25082,0.38877,0.26593,0.15189,0.14432,0.21594,0.29025,0.25516,0.16772,0.28004,0.20648,0.22758,0.26927,0.38877,0.34257,0.35167,0.21769,0.32328,0.48413,0.31717,0.12914,0.25801,0.29727,0.19692,0.38877,0.17952,0.21131,0.20902,0.38455,0.23211,0.48413,0.19422,0.58865,0.36181,0.37022,0.42106,0.38762,0.26311,0.21087,0.38877,0.20699,0.27796,0.2155,0.38291,0.38433,0.28074,0.22948,0.22939,0.60092,0.23273,0.4023,0.33706,0.20293,0.41699,0.19689,0.24899,0.19689,0.22669,0.37167,0.26944,0.21677,0.14666,0.20338,0.38877,0.21999,0.20338,0.43755,0.2341,0.23397,0.21687,0.25578,0.38877,0.38169,0.22093,0.24598,0.21584,0.26593,0.26286,0.22834,0.41699,0.2417,0.2344,0.29552,0.41699,0.41699
0.02363,6e-05,0.16772,0.12466,0.14617,0.00241,0.00789,0.02813,0.34257,0.28775,0.01419,0.45001,0.1804,0.15114,0.53875,0.14144,0.45001,0.13551,0.29025,0.11394,0.0936,0.15114,0.22939,0.27596,0.0788,0.12092,0.20251,0.32328,0.36422,0.38877,1.0,0.45001,0.38503,0.53875,0.53875,0.22437,0.53875,0.45001,0.41699,0.53875,0.18915,0.29025,0.48959,0.48959,0.25082,0.26286,0.36422,0.18189,0.48959,0.11549,0.53875,0.38877,0.48959,0.53875,0.25746,0.21762,0.45001,0.36422,0.38877,0.41699,0.21392,0.15044,0.53875,0.34257,0.48959,0.48959,0.38877,0.38877,0.38877,0.41699,0.53875,0.48959,0.45001,0.38877,0.53875,0.38877,0.48959,0.48959,0.27979,0.48959,0.48959,0.21579,0.53875,0.53875,0.53875,0.53875,0.48959,0.45001,0.26286,0.48959,0.53875,0.53875,0.48959,0.41699,0.34115,0.41699,0.48959,0.41699,0.29021,0.48959,0.45001,0.27342,0.32328,0.23652,0.2851,0.48959,0.23652,0.48959,0.53875,0.53875,0.48959,0.53875,0.25735,0.27438,0.45001,0.53875,0.48959,0.48959,0.30595,0.53875,0.28184,0.53875,0.53875,0.53875,0.53875,0.53875
0.02172,0.00575,0.14144,0.14233,0.13327,0.00229,0.0006,0.02667,0.21462,0.36422,0.01317,0.18176,0.14651,0.12856,0.21503,0.12092,0.31789,0.20251,0.14202,0.07528,0.08211,0.07454,0.16854,0.16213,0.08425,0.10451,0.1392,0.17764,0.20956,0.19736,0.45001,1.0,0.27596,0.27068,0.21649,0.2244,0.21649,0.21152,0.24154,0.36422,0.24097,0.22939,0.34257,0.35129,0.18062,0.15531,0.21746,0.26286,0.2484,0.16772,0.27068,0.21601,0.23588,0.25922,0.34257,0.30595,0.22262,0.21934,0.29025,0.22391,0.21832,0.12174,0.36422,0.22283,0.34257,0.34257,0.17508,0.1866,0.21331,0.22455,0.23024,0.24223,0.32328,0.20395,0.27068,0.22862,0.24223,0.23288,0.2524,0.22729,0.34257,0.17474,0.26668,0.18971,0.23837,0.23878,0.26666,0.22982,0.21087,0.26313,0.21489,0.24787,0.22352,0.16754,0.41699,0.27062,0.28419,0.27062,0.36422,0.27258,0.22164,0.20377,0.25082,0.19098,0.34257,0.28893,0.19098,0.24886,0.29975,0.36422,0.20206,0.22597,0.34257,0.23801,0.48528,0.2449,0.30922,0.25986,0.2397,0.36422,0.21028,0.36422,0.20812,0.24709,0.36422,0.36422
0.02136,6e-05,0.13694,0.10451,0.12092,0.00231,0.019,0.02531,0.25082,0.2694,0.01337,0.30595,0.14617,0.12466,0.34257,0.11735,0.30595,0.12179,0.21981,0.10162,0.08425,0.13265,0.1804,0.21087,0.18608,0.10752,0.16189,0.2397,0.26286,0.27596,0.38503,0.27596,1.0,0.34257,0.34257,0.16585,0.34257,0.30595,0.29025,0.34257,0.14464,0.21981,0.32328,0.32328,0.19468,0.20251,0.26286,0.15084,0.32328,0.13191,0.34257,0.27596,0.32328,0.34257,0.18112,0.15221,0.30595,0.26286,0.27596,0.29025,0.15474,0.12521,0.34257,0.25082,0.32328,0.32328,0.30595,0.30595,0.27596,0.29025,0.34257,0.32328,0.30595,0.27596,0.34257,0.27596,0.32328,0.32328,0.18972,0.32328,0.32328,0.1616,0.34257,0.34257,0.34257,0.34257,0.32328,0.30595,0.20251,0.32328,0.34257,0.34257,0.32328,0.29025,0.24272,0.29025,0.32328,0.29025,0.19701,0.32328,0.30595,0.18012,0.2397,0.17297,0.31189,0.32328,0.17297,0.32328,0.34257,0.34257,0.32328,0.34257,0.17132,0.20639,0.30595,0.34257,0.32328,0.32328,0.22939,0.34257,0.2019,0.34257,0.34257,0.34257,0.34257,0.34257
0.02323,0.0109,0.17388,0.21646,0.17889,0.00243,0.00063,0.02667,0.26221,0.6035,0.01485,0.25579,0.19698,0.15637,0.33905,0.14617,0.34763,0.26286,0.16797,0.10813,0.09617,0.13694,0.23275,0.21668,0.09884,0.12466,0.1785,0.26593,0.29471,0.28004,0.53875,0.27068,0.34257,1.0,0.44918,0.35205,0.44918,0.37318,0.37718,0.6035,0.27924,0.30595,0.53875,0.42155,0.20219,0.20941,0.31938,0.36422,0.38802,0.19468,0.45393,0.24779,0.3289,0.4204,0.53875,0.45001,0.31342,0.32462,0.41699,0.32833,0.28192,0.16768,0.6035,0.33259,0.53875,0.53875,0.23088,0.26446,0.3214,0.32533,0.34502,0.3727,0.48959,0.28856,0.45393,0.28872,0.3727,0.34969,0.40357,0.29809,0.53875,0.24925,0.43311,0.31232,0.37448,0.37524,0.43604,0.3577,0.27596,0.34944,0.34675,0.39007,0.34093,0.2494,0.6035,0.27459,0.36332,0.27459,0.6035,0.34365,0.33454,0.31558,0.34257,0.28183,0.53875,0.31896,0.28183,0.35941,0.35134,0.6035,0.30956,0.38698,0.53875,0.37382,0.31428,0.3813,0.30688,0.42155,0.32328,0.6035,0.6035,0.6035,0.35175,0.3495,0.6035,0.6035
0.02323,6e-05,0.17388,0.11346,0.1089,0.02037,0.00063,0.02667,0.20542,0.6035,0.01485,0.26137,0.127,0.15637,0.3151,0.14617,0.28038,0.26286,0.17307,0.11735,0.09617,0.13694,0.15628,0.17077,0.09884,0.12466,0.13992,0.22002,0.2236,0.23413,0.53875,0.21649,0.34257,0.44918,1.0,0.34052,0.72418,0.32942,0.27419,0.6035,0.23576,0.30595,0.53875,0.31856,0.21674,0.16564,0.23474,0.36422,0.30768,0.19468,0.35093,0.26112,0.31719,0.34005,0.53875,0.45001,0.26691,0.23644,0.41699,0.25834,0.24334,0.27596,0.6035,0.22601,0.53875,0.53875,0.2422,0.2422,0.24903,0.25423,0.35972,0.30271,0.48959,0.23211,0.35093,0.23435,0.30271,0.30055,0.3346,0.31265,0.53875,0.26152,0.34005,0.6035,0.32519,0.32544,0.33642,0.28534,0.27596,0.30717,0.36205,0.3489,0.29502,0.45001,0.6035,0.26235,0.30585,0.26235,0.6035,0.29331,0.27699,0.326,0.34257,0.29438,0.53875,0.30672,0.29438,0.29841,0.3391,0.6035,0.55413,0.6035,0.53875,0.32498,0.27758,0.33027,0.31959,0.31856,0.32328,0.6035,0.6035,0.6035,0.6035,0.32699,0.6035,0.6035
0.02284,0.00791,0.16772,0.14135,0.13006,0.00241,0.00064,0.02715,0.20549,0.24289,0.01419,0.23803,0.14544,0.14144,0.25344,0.14144,0.35569,0.22939,0.18328,0.08948,0.08875,0.08274,0.19034,0.17493,0.07206,0.11394,0.14736,0.21116,0.22497,0.22081,0.22437,0.2244,0.16585,0.35205,0.34052,1.0,0.34052,0.32176,0.26478,0.45001,0.31521,0.26286,0.41699,0.32747,0.1998,0.18381,0.25354,0.34257,0.37038,0.18732,0.35205,0.26462,0.37629,0.338,0.26919,0.36422,0.25087,0.2441,0.34257,0.24369,0.23015,0.32996,0.45001,0.23993,0.41699,0.41699,0.23342,0.24229,0.26469,0.27182,0.42046,0.27008,0.38877,0.2292,0.30768,0.22141,0.27008,0.26112,0.28588,0.26226,0.41699,0.22935,0.30344,0.24013,0.27775,0.27822,0.31649,0.26469,0.2397,0.26641,0.29167,0.28201,0.25801,0.20109,0.2617,0.24942,0.32849,0.24942,0.25714,0.25547,0.25359,0.34207,0.29025,0.28252,0.41699,0.2758,0.28252,0.26361,0.29232,0.45001,0.26972,0.31037,0.41699,0.27081,0.2596,0.2789,0.26656,0.29117,0.27596,0.45001,0.45001,0.45001,0.27701,0.26481,0.45001,0.45001
0.02323,6e-05,0.17388,0.11346,0.1089,0.02037,0.00063,0.02667,0.20542,0.6035,0.01485,0.26137,0.127,0.15637,0.3151,0.14617,0.28038,0.26286,0.17307,0.11735,0.09617,0.13694,0.15628,0.17077,0.09884,0.12466,0.13992,0.22002,0.2236,0.23413,0.53875,0.21649,0.34257,0.44918,0.72418,0.34052,1.0,0.32942,0.27419,0.6035,0.23576,0.30595,0.53875,0.31856,0.21674,0.16564,0.23474,0.36422,0.30768,0.19468,0.35093,0.26112,0.31719,0.34005,0.53875,0.45001,0.26691,0.23644,0.41699,0.25834,0.24334,0.27596,0.6035,0.22601,0.53875,0.53875,0.2422,0.2422,0.24903,0.25423,0.35972,0.30271,0.48959,0.23211,0.35093,0.23435,0.30271,0.30055,0.3346,0.31265,0.53875,0.26152,0.34005,0.6035,0.32519,0.32544,0.33642,0.28534,0.27596,0.30717,0.36205,0.3489,0.29502,0.45001,0.6035,0.26235,0.30585,0.26235,0.6035,0.29331,0.27699,0.326,0.34257,0.29438,0.53875,0.30672,0.29438,0.29841,0.3391,0.6035,0.55413,0.6035,0.53875,0.32498,0.27758,0.33027,0.31959,0.31856,0.32328,0.6035,0.6035,0.6035,0.6035,0.32699,0.6035,0.6035
0.02246,0.00513,0.16189,0.13189,0.12343,0.00238,0.00063,0.02667,0.2074,0.48959,0.0144,0.21364,0.13965,0.14617,0.27845,0.14617,0.42993,0.2397,0.1466,0.08311,0.09113,0.12856,0.16654,0.16105,0.0936,0.11735,0.13392,0.20091,0.22669,0.21173,0.45001,0.21152,0.30595,0.37318,0.32942,0.32176,0.32942,1.0,0.26581,0.48959,0.2477,0.27596,0.45001,0.29644,0.16655,0.32425,0.37859,0.36422,0.45961,0.19468,0.37318,0.23177,0.35085,0.49199,0.45001,0.38877,0.24581,0.23469,0.36422,0.24709,0.22603,0.13967,0.48959,0.23842,0.45001,0.45001,0.19351,0.21402,0.22462,0.24979,0.26989,0.27772,0.41699,0.22163,0.31623,0.22479,0.27772,0.27087,0.29688,0.2389,0.45001,0.20654,0.31382,0.24942,0.28403,0.28439,0.31837,0.251,0.25082,0.26453,0.27066,0.29455,0.25463,0.2066,0.48959,0.24976,0.36695,0.21913,0.48959,0.26496,0.24409,0.25237,0.30595,0.2307,0.45001,0.24976,0.2307,0.27205,0.26955,0.48959,0.24869,0.29859,0.45001,0.28373,0.2926,0.2771,0.24743,0.29644,0.29025,0.48959,0.48959,0.48959,0.27281,0.29363,0.48959,0.48959
0.02284,0.0109,0.15637,0.21085,0.17179,0.00246,0.00065,0.02531,0.23308,0.45001,0.01462,0.20537,0.18718,0.14144,0.26231,0.13265,0.29722,0.22939,0.14643,0.10321,0.08875,0.12466,0.34737,0.19696,0.09617,0.12092,0.17432,0.21668,0.26197,0.26593,0.41699,0.24154,0.29025,0.37718,0.27419,0.26478,0.27419,0.26581,1.0,0.45001,0.2465,0.26286,0.41699,0.36067,0.18545,0.19128,0.28664,0.30595,0.32714,0.17388,0.37718,0.21059,0.26802,0.34365,0.41699,0.36422,0.26301,0.29188,0.34257,0.28543,0.23902,0.14955,0.45001,0.30346,0.41699,0.41699,0.19368,0.22726,0.28419,0.28243,0.26828,0.31181,0.38877,0.27445,0.37718,0.34321,0.31181,0.2888,0.32683,0.2372,0.41699,0.20635,0.35636,0.23557,0.29773,0.2985,0.37516,0.30729,0.2397,0.28856,0.27001,0.31333,0.28004,0.2065,0.45001,0.23169,0.30243,0.23169,0.45001,0.28276,0.28413,0.23883,0.29025,0.23142,0.41699,0.25808,0.23142,0.29852,0.27459,0.45001,0.24867,0.31023,0.41699,0.29708,0.26386,0.30455,0.24599,0.36067,0.27596,0.45001,0.45001,0.45001,0.27501,0.27275,0.45001,0.45001
0.02536,0.00565,0.17388,0.12856,0.08263,0.01062,0.00062,0.02667,0.18743,0.30821,0.01485,0.25989,0.10072,0.09193,0.32033,0.19073,0.48959,0.26286,0.30595,0.11735,0.09617,0.11733,0.2397,0.1511,0.09884,0.12466,0.13321,0.17726,0.20076,0.21447,0.53875,0.36422,0.34257,0.6035,0.6035,0.45001,0.6035,0.48959,0.45001,1.0,0.1992,0.30595,0.53875,0.53875,0.26286,0.27596,0.38877,0.36422,0.53875,0.19468,0.6035,0.22292,0.53875,0.6035,0.32729,0.45001,0.28146,0.38877,0.41699,0.23207,0.24588,0.19061,0.32773,0.36422,0.27867,0.53875,0.25977,0.21704,0.41699,0.23139,0.6035,0.27644,0.25337,0.2141,0.6035,0.21428,0.27644,0.27791,0.6035,0.27794,0.53875,0.45001,0.6035,0.34006,0.31137,0.31145,0.53875,0.48959,0.15245,0.27498,0.6035,0.31443,0.27535,0.25236,0.6035,0.45001,0.53875,0.45001,0.31129,0.27481,0.48959,0.6035,0.18523,0.48959,0.53875,0.53875,0.48959,0.27572,0.6035,0.31122,0.53875,0.6035,0.28853,0.30705,0.48959,0.6035,0.27867,0.53875,0.16829,0.31226,0.6035,0.31441,0.6035,0.30622,0.6035,0.6035
0.03604,0.00462,0.15637,0.14354,0.30138,0.00236,0.00062,0.02531,0.3555,0.20453,0.01337,0.20239,0.31528,0.09137,0.31524,0.07618,0.31049,0.21087,0.15082,0.07155,0.08425,0.11735,0.17134,0.28931,0.09113,0.11394,0.25832,0.30604,0.37151,0.32758,0.18915,0.24097,0.14464,0.27924,0.23576,0.31521,0.23576,0.2477,0.2465,0.1992,1.0,0.2397,0.36422,0.29335,0.15716,0.17317,0.25984,0.30595,0.28431,0.09793,0.30987,0.24405,0.25611,0.30083,0.36422,0.32328,0.37053,0.22436,0.30595,0.39874,0.34645,0.12312,0.22813,0.22531,0.18439,0.36422,0.19816,0.21547,0.23978,0.38802,0.28569,0.4192,0.18345,0.32782,0.27924,0.37926,0.4192,0.39136,0.34619,0.24285,0.36422,0.35233,0.27635,0.20249,0.38904,0.39028,0.27239,0.23978,0.21981,0.385,0.23421,0.405,0.35672,0.18875,0.38877,0.20415,0.31956,0.20415,0.21062,0.39832,0.23302,0.27311,0.14106,0.44691,0.19161,0.22462,0.44691,0.40236,0.23689,0.21599,0.21992,0.22943,0.36422,0.56323,0.23672,0.25252,0.21869,0.29335,0.25082,0.21158,0.38877,0.22024,0.21522,0.33817,0.38877,0.38877
