0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
-0.4496803,0.8575739,0.24130425,0.11555016,-0.070295915,0.3831537,0.7014107,0.04971605,0.38970536,-0.73578465,0.9320601,0.15100782,0.36435857,0.8936108,-0.26223564,-0.06625352,0.44565168,-0.50730556,0.31236804,0.7251539,1.2111158,-0.3132655,-0.28810582,0.14595206,0.3589075,0.31060678,0.6121323,0.34184012,-0.16326796,0.1644508,0.40405074,0.032304794,-0.6350021,0.46196052,0.47121325,0.64562726,0.012079584,-0.6356859,-0.43653232,-0.16055502,0.121447735,-0.73332536,-0.43059307,0.055780664,-0.8888523,-0.8479815,-1.0183626,-0.000882765,-0.6932676,0.2547809,-0.49412698,0.5353439,0.25692105,0.27265778,-0.5019962,0.25469118,0.66897863,1.2786189,0.49400324,-0.2942617,-0.79874563,-0.7940799,0.53130335,-0.18701269
-0.18794984,0.32797936,-0.54261976,-0.19254725,0.5713935,-0.04402693,-0.016797429,0.116976745,0.092501216,-1.0485346,0.4030875,0.7063021,0.19099884,0.7692039,0.6288204,-1.3109418,-0.07572848,-0.3159512,-0.724523,0.62789255,0.2235378,-0.3170927,-0.26814222,-0.05971739,0.9035829,-0.8432906,-0.057359856,-0.20227884,-0.082342856,0.4265955,-0.061589055,0.13645726,-0.84694487,-0.17160818,0.24219719,-0.6231459,-1.412055,-0.13000675,1.4011635,-1.2916837,-0.34156156,-0.48188674,0.005585528,1.1313931,-0.89203274,-0.065956794,-0.65603983,-0.49851713,-0.18123023,-0.7778059,-1.1195794,-0.3958621,0.703836,-0.31584555,-0.39896768,0.29355645,-0.35307285,0.14957891,0.022975823,-0.35030827,0.012085948,-0.14210236,1.0401847,0.695776
0.36465117,0.20446706,-0.47911003,-0.25170812,-0.09440588,0.42707938,-0.14296973,0.40786895,-0.02299731,-0.7464651,0.35039312,0.19760427,0.39980298,0.6782148,0.06371679,-0.3129632,-0.16309655,-0.057137698,-0.53400904,-0.31871724,-0.015650658,-0.5006389,-0.6198397,0.21609293,0.21992527,-0.22493945,0.7077627,-0.3768738,0.31494877,0.84872967,0.40711161,0.49966204,-0.03706679,0.46320355,0.38761207,-0.25256252,-0.24203444,0.7882654,-0.34834775,0.1776704,0.22623792,-0.5053951,-0.74780226,-0.07250839,-0.15064535,0.7482057,-0.30378523,0.10766731,0.042811394,-1.4229012,-0.32955748,-0.078245774,0.5920065,0.42516783,-0.3725812,0.20817979,0.4195287,0.5256642,1.2389494,0.6275231,-1.1064247,0.009027324,-0.17183802,-0.077779
-0.5512391,0.02880709,-0.34079516,-0.6652029,0.11748478,0.16721515,0.34515548,0.7925643,-0.002111251,-0.50381225,0.6067448,0.014209135,0.560795,0.4465099,-0.3059975,-0.1543252,0.09085409,-0.2951494,-0.59216994,-0.3004103,0.6496679,-0.11626216,-0.27594596,0.045058113,0.6775813,0.010724558,-0.3536352,0.28006628,0.2943084,1.0274707,-0.17171519,0.49365228,-0.704035,1.0538219,0.43407926,-5.51E-02,-0.62905246,-0.4477002,0.3133959,0.2824861,0.25885713,-0.6922347,-0.038902972,1.0686007,-1.1958385,-0.6466267,-0.092632845,-0.36080292,-0.34886426,0.005261316,-0.605427,-0.15876311,0.21149777,0.19032674,-0.756715,-0.34272864,0.10616876,1.0335666,-0.5184372,0.20435554,-0.97824645,-0.2229907,-0.20908292,0.62039584
-0.527561,0.017497,-0.51031494,-0.3869627,0.068841785,0.2308799,0.3008902,0.7081087,-0.050163668,-0.48964843,0.58206373,0.09535005,0.5346558,0.51779294,-0.21528892,-0.06311752,0.11055318,-0.3091947,-0.6270176,-0.14446628,0.42684653,0.12402015,-0.33183068,0.10039599,0.5871579,-0.0107525,-0.4427163,0.20244412,0.14169607,0.8417561,-0.23961306,0.3222063,-0.7569557,0.8413368,0.35804945,-0.02579066,-0.5778537,-0.35575208,0.38499683,0.2909516,0.21717808,-0.6215388,-0.07463761,0.9098728,-1.1146992,-0.5912885,-0.120131925,-0.3418706,-0.1536181,0.14753968,-0.6519902,-0.09139237,0.27953708,0.19222438,-0.6750347,-0.26999706,0.18895222,0.9626935,-0.38721517,0.18208392,-0.6614909,-0.38960108,-0.15952802,0.5959394
-0.008053481,0.4915751,-0.31215325,-0.13621317,-0.56958765,0.095313825,0.34144753,0.022269495,0.29378325,-0.26347697,0.034707356,-0.09460727,-0.09287182,0.26934817,0.109011285,-0.17371625,0.3299778,-0.785436,-0.23086612,0.5586425,0.4092486,0.45308372,0.123402424,-0.097142264,-0.21428043,-0.39638856,-0.4197436,0.5642811,0.18552448,0.5625998,0.56235945,0.095846556,-0.17252252,-0.03665168,-0.5796941,-0.25991267,-0.5099482,0.021979125,-0.21668099,0.3853471,0.2293435,-0.037791185,-0.46684897,0.5616787,-0.95189804,0.46479318,-0.62949944,-0.38617212,0.034158442,-0.36676806,-0.96139073,-0.7055715,0.009017895,0.1311152,-0.5141452,0.3329112,0.70208544,0.073749565,-0.10525135,0.15597227,0.05051399,0.2822239,0.40490824,0.433053
-0.15161724,0.3001791,-0.22379866,-0.9131673,0.014430422,-0.31419018,0.70072126,-0.195789,-0.2276515,-0.67163897,0.8595286,-0.071600415,-0.24507189,0.26448575,0.041614857,-0.13449273,0.6952314,-1.0463016,0.17726815,-0.09924486,0.29379237,-0.067745745,-0.18425484,-0.2509988,-0.67154914,-0.8708486,-0.26132095,-0.03661578,0.5407594,0.5110225,0.19072145,-0.01928114,0.3099676,-0.38530287,-0.12020915,-0.24746425,-0.5916888,-0.118164755,0.086260565,0.22841544,0.20739256,0.22334503,-0.2440209,0.538405,-0.55043733,0.35585287,-0.7301738,-0.13963442,0.14780517,-0.937748,-1.1212592,0.36991504,-0.48817664,0.09874686,-0.30133325,0.6581109,0.000772445,0.4618642,0.33254462,-0.0349481,-0.34257972,-0.1334488,0.19955993,-0.20288932
-0.68140733,0.46531028,0.8548397,1.0057105,0.2757141,0.48579878,0.8112153,-0.11391477,-0.09190915,-1.2719501,-0.69319,1.7792878,1.6568384,1.8848457,-1.3347762,-1.4292084,0.14463116,-1.2707357,0.40898177,1.478729,-0.31355152,0.66019183,0.32796368,0.11526729,-1.3067598,0.8300528,0.6715869,-0.13305566,1.4672731,1.0009791,0.35249397,0.5994438,-2.1386385,-1.4226189,-0.19849011,0.7324703,-0.82598215,-0.3158445,0.8663064,-0.50093985,0.15551801,0.16850254,-1.1701424,0.007984044,-0.36787367,0.33376598,-2.090231,-0.2921642,1.1321292,-0.80275095,0.012176284,0.54339916,1.6539446,-0.42773876,0.015176665,-0.40436825,-0.77696544,-0.22180694,-0.14306307,-0.017063327,-0.3335994,-0.3047852,-0.49077627,-0.0193457
-0.26956663,-0.024378207,-0.48157725,-0.4027275,0.7371314,0.31542698,0.016788835,0.63392895,0.028939217,-0.84542274,0.48528406,0.2694851,0.3335159,0.40100166,-0.007848123,0.033121347,-0.06324987,-0.113625556,-0.6114872,0.09318352,0.3030267,0.050589066,-0.4107354,0.33982563,0.63806766,-0.1294595,-0.3050838,0.2303462,0.02276207,0.63352877,-0.2829612,0.047531243,-0.8956843,0.5242904,0.56255114,-0.19964482,-0.6049254,-0.29181194,0.24678785,0.039759632,0.15229966,-0.39716193,0.0604167,0.6012215,-1.0785568,-0.8624111,-0.25338265,-0.34950492,-0.023282388,0.28763917,-0.61012524,-0.00809898,0.23005468,0.15590118,-0.60501873,0.07284085,0.15975447,1.0475107,-0.28296655,0.41094884,-0.84213823,-0.6604648,-0.2400853,0.44862896
-0.102778785,-0.084812984,-0.3992271,-1.1354164,0.11037625,-0.18489026,0.57393646,0.50895154,-0.51647794,-1.2143098,0.08974198,0.39654022,-0.10967546,0.06410079,0.4917846,-0.5732814,0.23843771,-0.3961013,0.16812298,0.13862322,-0.47452107,-0.62993324,-0.42021254,0.41770494,-0.037334967,-0.5057788,-0.091084495,-0.54766184,0.44517002,0.27723438,0.25484422,-0.22358938,0.35752794,-0.34166265,-0.089824274,0.9848689,0.421042,0.37496668,0.24963683,0.32069227,0.22551188,-0.9640719,-0.29787034,0.004620425,-0.92404634,0.18820284,-0.88320065,-0.63486296,0.4128775,-0.20612651,-1.0149438,-0.132765,0.13311233,-0.25883102,-0.37293595,0.24591523,0.39461833,0.45281744,0.8452572,0.4621963,0.30103555,-0.987974,0.5430999,-0.44883966
